Carimbo de data/hora,"TIPO DE SERVIÇO
",CHASSI/PLACA,DATA DA REALIZAÇÃO DO SERVIÇO,OBSERVAÇÕES,SETOR,MÊS
08/04/2025 11:59:59,LAVAGEM SIMPLES,Rik2b62,31/03/2025,,CARRO DE OFICINA (CT),março
08/04/2025 12:00:38,LAVAGEM SIMPLES,Rih6j44,31/03/2025,,CARRO DE OFICINA (CT),março
08/04/2025 12:01:23,LAVAGEM SIMPLES,Say0g10,31/03/2025,,CARRO DE OFICINA (CT),março
08/04/2025 12:01:56,LAVAGEM SIMPLES,Sbc1b89,31/03/2025,,CARRO DE OFICINA (CT),março
28/04/2025 19:40:46,LAVAGEM SIMPLES,Sba3b67,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:41:31,LAVAGEM SIMPLES,Sat5b11,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:42:09,LAVAGEM SIMPLES,Sbm2a95,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:43:55,LAVAGEM SIMPLES,Sbb0a78,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:44:43,LAVAGEM SIMPLES,Sbo6g13,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:45:27,LAVAGEM SIMPLES,Rhz6d62,01/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:45:53,LAVAGEM SIMPLES,171002,01/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 19:46:51,LAVAGEM SIMPLES,Sas3c97,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:47:38,LAVAGEM SIMPLES,Tix2i58,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:49:08,LAVAGEM SIMPLES,Sbp7f89,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:49:57,LAVAGEM SIMPLES,Tib0h81,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:50:35,LAVAGEM SIMPLES,Saz0d70,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:51:19,LAVAGEM SIMPLES,Osm5721,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:52:48,LAVAGEM ESPECIAL,Sbd8j44,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:53:29,LAVAGEM SIMPLES,Sat5j66,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:54:17,LAVAGEM SIMPLES,Sbd9c91,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:55:00,LAVAGEM SIMPLES,Sbe7b01,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:56:03,LAVAGEM SIMPLES,Poz8i66,02/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 19:56:56,LAVAGEM SIMPLES,182024,02/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 19:58:04,LAVAGEM SIMPLES,Sbg7f89,02/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 19:59:31,LAVAGEM SIMPLES,Sbo9j35,03/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:00:29,LAVAGEM SIMPLES,Sbe0107,03/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:16:49,LAVAGEM SIMPLES,Slb8h37,03/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:18:02,LAVAGEM ESPECIAL,Sbk3e21,03/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:18:53,LAVAGEM SIMPLES,Ths6j48,03/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:19:36,LAVAGEM SIMPLES,207189,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:20:17,LAVAGEM SIMPLES,206810,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:20:59,LAVAGEM SIMPLES,206677,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:22:02,LAVAGEM SIMPLES,214029,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:22:40,LAVAGEM SIMPLES,011529,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:23:11,LAVAGEM SIMPLES,207188,03/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:24:02,LAVAGEM SIMPLES,Thn1f99,03/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 20:32:57,LAVAGEM SIMPLES,Rie5e21,04/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:33:54,LAVAGEM SIMPLES,Sbt8i43,04/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:34:45,LAVAGEM SIMPLES,Sbd8j19,04/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:35:29,LAVAGEM SIMPLES,Rhu0e91,04/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:36:05,LAVAGEM SIMPLES,Say1h13,04/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:36:37,LAVAGEM SIMPLES,167629,04/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:37:16,LAVAGEM SIMPLES,115014,04/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:37:43,LAVAGEM SIMPLES,114481,04/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:38:14,LAVAGEM SIMPLES,230086,04/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:38:46,LAVAGEM SIMPLES,234974,04/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 20:39:30,LAVAGEM SIMPLES,Sbk3b16,04/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 20:40:14,LAVAGEM SIMPLES,Sbq3i03,04/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 20:43:16,LAVAGEM SIMPLES,Sat7c61,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:44:06,LAVAGEM SIMPLES,Sau6g91,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:45:36,LAVAGEM SIMPLES,Sas8j75,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:50:48,LAVAGEM SIMPLES,Sfg6d10,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:51:45,LAVAGEM SIMPLES,San6f97,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:52:26,LAVAGEM SIMPLES,Poj9c83,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:53:21,LAVAGEM SIMPLES,Sbc0f69,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:53:58,KIT CONSERVAÇÃO,Poj9c83,05/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:56:27,LAVAGEM SIMPLES,Sbi0a12,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:57:14,LAVAGEM SIMPLES,Pok5260,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:58:02,LAVAGEM SIMPLES,Sny4g69,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:58:45,LAVAGEM SIMPLES,Tig8f01,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 20:59:24,LAVAGEM SIMPLES,Thx1f71,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:00:12,LAVAGEM SIMPLES,Sbg3e65,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:01:23,LAVAGEM SIMPLES,Tij4f91,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:02:03,LAVAGEM SIMPLES,Sbi7e62,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:03:06,PREPARAÇÃO DE SEMI-NOVO,Poa9b91,07/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 21:04:00,LAVAGEM SIMPLES,Say5h05,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:04:42,LAVAGEM ESPECIAL,Sbr1e83,07/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:06:10,LAVAGEM SIMPLES,089671,07/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:06:40,LAVAGEM SIMPLES,178144,07/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:08:07,VITRICAÇÃO,179150,07/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:09:22,LAVAGEM SIMPLES,Tib7j58,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:09:58,LAVAGEM SIMPLES,Thy9c39,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:10:33,LAVAGEM SIMPLES,Sbc2b12,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:11:34,LAVAGEM SIMPLES,Sbu8a94,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:12:18,LAVAGEM SIMPLES,Rvb5b74,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:12:56,LAVAGEM SIMPLES,Qui3a61,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:28:04,LAVAGEM SIMPLES,Sbb6b51,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:28:49,LAVAGEM SIMPLES,Pmk3e34,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:29:33,LAVAGEM SIMPLES,Tii3a28,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:30:16,KIT CONSERVAÇÃO,Tii3a28,08/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:30:58,LAVAGEM SIMPLES,225609,08/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:31:25,LAVAGEM SIMPLES,210112,08/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:31:58,LAVAGEM SIMPLES,175307,08/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:32:32,LAVAGEM SIMPLES,262971,08/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:33:50,LAVAGEM SIMPLES,Sbc0f69,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:34:32,LAVAGEM SIMPLES,Sao9d72,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:35:11,LAVAGEM SIMPLES,Rql4f94,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:35:56,LAVAGEM SIMPLES,Thw9j98,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:36:43,LAVAGEM SIMPLES,Sap1d87,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:37:36,LAVAGEM SIMPLES,Tim0d11,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:38:22,LAVAGEM SIMPLES,Rij8a31,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:39:23,LAVAGEM SIMPLES,Sbp9i99,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:40:51,LAVAGEM SIMPLES,Rqj2h57,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:41:32,KIT CONSERVAÇÃO,Pom9c82,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:42:16,LAVAGEM SIMPLES,Sbu9i00,09/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:42:54,LAVAGEM SIMPLES,023543,09/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:43:35,LAVAGEM SIMPLES,Pmo0c92,09/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 21:45:00,LAVAGEM SIMPLES,211419,10/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:45:31,LAVAGEM SIMPLES,228111,10/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:46:09,LAVAGEM SIMPLES,175307,10/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:46:40,LAVAGEM SIMPLES,111818,10/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:47:14,LAVAGEM SIMPLES,111882,10/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 21:48:08,LAVAGEM SIMPLES,Sbr0i93,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:48:58,LAVAGEM SIMPLES,Thm1f99,10/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 21:49:59,LAVAGEM SIMPLES,Sbv6a03,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:50:45,LAVAGEM SIMPLES,Saq6f72,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:51:40,LAVAGEM SIMPLES,Saq0c96,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:52:30,LAVAGEM SIMPLES,Saq7h09,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:53:16,LAVAGEM SIMPLES,Saq5i02,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:54:10,LAVAGEM SIMPLES,Sbk6j05,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:55:32,LAVAGEM SIMPLES,Sao1g96,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:56:35,LAVAGEM SIMPLES,Rwu4c07,10/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 21:57:30,PREPARAÇÃO DE SEMI-NOVO,Sim0e61,10/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 21:58:17,PREPARAÇÃO DE SEMI-NOVO,Pnw2368,09/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 21:59:32,LAVAGEM SIMPLES,Sba6i97,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:00:21,LAVAGEM SIMPLES,Sbq0g85,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:01:31,LAVAGEM SIMPLES,Sbj9g72,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:02:28,LAVAGEM SIMPLES,225511,11/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:03:09,LAVAGEM SIMPLES,142926,11/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:03:49,LAVAGEM SIMPLES,Sbq4j17,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:04:58,LAVAGEM SIMPLES,Thp1c39,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:05:58,LAVAGEM SIMPLES,Til6d49,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:06:58,LAVAGEM SIMPLES,Pok0i04,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:07:59,LAVAGEM SIMPLES,Ril8c83,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:08:51,LAVAGEM SIMPLES,San2f99,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:12:00,LAVAGEM SIMPLES,Qbs8b57,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:12:49,LAVAGEM SIMPLES,Ril7e91,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:13:36,LAVAGEM SIMPLES,Sbe3f59,11/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:14:44,PREPARAÇÃO DE SEMI-NOVO,Sbq0399,11/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 22:24:00,LAVAGEM SIMPLES,Sbt1f86,12/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:25:09,LAVAGEM SIMPLES,Sbv7b12,12/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:26:12,LAVAGEM SIMPLES,Sar8f59,12/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:27:21,LAVAGEM SIMPLES,Tal0586,12/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:28:04,LAVAGEM SIMPLES,Pnw3228,12/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:30:07,LAVAGEM SIMPLES,Sav6a96,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:31:06,LAVAGEM ESPECIAL,Sas5h72,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:38:38,LAVAGEM SIMPLES,Thp3e48,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:39:21,LAVAGEM SIMPLES,Sdh2147,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:40:45,LAVAGEM SIMPLES,Sbj1e03,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:41:33,LAVAGEM SIMPLES,Qpv9f15,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:42:13,LAVAGEM SIMPLES,Pon4o79,14/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:43:00,LAVAGEM SIMPLES,230602,14/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:44:45,LAVAGEM SIMPLES,180569,15/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:45:17,LAVAGEM SIMPLES,227479,15/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:45:56,LAVAGEM SIMPLES,114746,15/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 22:46:49,LAVAGEM SIMPLES,Qmk4f45,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:47:44,LAVAGEM SIMPLES,Sbm9f23,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:48:23,LAVAGEM SIMPLES,Sas5d18,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:49:27,LAVAGEM SIMPLES,Sbh1h32,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:51:36,LAVAGEM SIMPLES,Thr3f29,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:52:28,LAVAGEM SIMPLES,Sbc2h85,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:53:26,LAVAGEM SIMPLES,Sas2a59,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:55:06,LAVAGEM SIMPLES,Rik6g81,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:55:55,LAVAGEM SIMPLES,Thr1b98,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:56:51,LAVAGEM SIMPLES,Pod1691,15/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:57:59,LAVAGEM SIMPLES,Saz8i05,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 22:58:57,LAVAGEM SIMPLES,Sbd7e88,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:01:57,LAVAGEM SIMPLES,Ril5c84,16/04/2025,,VEICULO USADO  (VU),abril
28/04/2025 23:02:34,LAVAGEM SIMPLES,175411,16/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:03:34,LAVAGEM SIMPLES,152538,16/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:04:30,LAVAGEM SIMPLES,Rij7d31,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:05:12,LAVAGEM SIMPLES,Sbg7i48,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:06:02,KIT CONSERVAÇÃO,Sbo6j07,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:24:40,LAVAGEM SIMPLES,Sbe9g13,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:25:34,LAVAGEM SIMPLES,Tho3b60,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:26:32,LAVAGEM SIMPLES,Sas5d18,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:27:34,LAVAGEM SIMPLES,Sar7j61,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:28:05,LAVAGEM SIMPLES,Sbm9f23,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:28:51,LAVAGEM SIMPLES,Sbe8a73,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:29:42,LAVAGEM SIMPLES,Sar1c01,16/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:31:21,LAVAGEM SIMPLES,227277,17/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:31:55,LAVAGEM SIMPLES,116066,17/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:32:33,LAVAGEM SIMPLES,111642,17/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:33:12,LAVAGEM SIMPLES,Tct9h74,17/04/2025,,VEICULO NOVO  (VN),abril
28/04/2025 23:33:47,LAVAGEM SIMPLES,Qzi5g61,17/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:34:26,LAVAGEM SIMPLES,Rij8h03,17/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:35:15,LAVAGEM SIMPLES,Saz8f43,17/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:35:48,LAVAGEM SIMPLES,Rik2i22,17/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:36:35,LAVAGEM SIMPLES,Sbs3d03,17/04/2025,,CARRO DE OFICINA (CT),abril
28/04/2025 23:37:16,LAVAGEM SIMPLES,Sbf2j65,17/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:11:55,LAVAGEM SIMPLES,Sbf7g12,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:12:38,LAVAGEM SIMPLES,Svq9c61,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:13:28,LAVAGEM SIMPLES,Pop9171,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:14:17,LAVAGEM SIMPLES,Sap3i81,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:15:13,LAVAGEM SIMPLES,Pmboe40,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:16:03,LAVAGEM SIMPLES,Say5h42,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:17:04,LAVAGEM SIMPLES,Pnu3f92,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:17:42,LAVAGEM SIMPLES,Sbd8j19,22/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:18:43,LAVAGEM SIMPLES,230295,22/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:19:22,LAVAGEM SIMPLES,942355,22/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:21:26,LAVAGEM SIMPLES,Say1c29,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:22:21,LAVAGEM SIMPLES,Say5c29,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:23:11,LAVAGEM SIMPLES,Sbt3h12,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:23:49,LAVAGEM ESPECIAL,Poi4a71,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:24:24,LAVAGEM SIMPLES,Sbt8i43,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:25:01,LAVAGEM SIMPLES,Sat1j66,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:25:43,LAVAGEM SIMPLES,Say4j79,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:26:34,LAVAGEM SIMPLES,Pay0696,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:27:24,LAVAGEM SIMPLES,Sbh8f83,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:28:30,LAVAGEM SIMPLES,San6a75,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:29:14,LAVAGEM SIMPLES,091790,23/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:29:49,LAVAGEM SIMPLES,171717,23/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:30:26,LAVAGEM SIMPLES,091717,23/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:31:04,LAVAGEM SIMPLES,997550,23/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:31:35,LAVAGEM SIMPLES,997555,23/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:32:36,LAVAGEM SIMPLES,Pof6507,23/04/2025,,VEICULO USADO  (VU),abril
12/05/2025 09:33:51,LAVAGEM SIMPLES,Sbt0i75,23/04/2025,,VEICULO USADO  (VU),abril
12/05/2025 09:35:38,LAVAGEM SIMPLES,Sbe8f12,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:36:31,LAVAGEM SIMPLES,SDw1d13,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:37:50,LAVAGEM SIMPLES,Sas8j27,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:38:35,LAVAGEM SIMPLES,Sbe0d72,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:39:31,LAVAGEM SIMPLES,Sbm0i91,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:40:43,LAVAGEM SIMPLES,Sar1j86,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:41:42,LAVAGEM SIMPLES,Tid3c79,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:42:55,LAVAGEM SIMPLES,Sbu2h09,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:43:34,LAVAGEM SIMPLES,Sax3d14,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:44:15,LAVAGEM SIMPLES,Sao9d33,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:45:02,LAVAGEM SIMPLES,Sat7b02,24/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:45:36,LAVAGEM SIMPLES,997538,24/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:46:08,LAVAGEM SIMPLES,997552,24/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:46:45,LAVAGEM SIMPLES,208124,24/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:47:37,LAVAGEM SIMPLES,115800,24/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:48:38,PREPARAÇÃO DE SEMI-NOVO,Pod1321,24/04/2025,,VEICULO USADO  (VU),abril
12/05/2025 09:53:25,LAVAGEM SIMPLES,Sas1i66,25/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:54:07,LAVAGEM SIMPLES,Sbv9d61,25/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:54:57,LAVAGEM SIMPLES,Rie4e77,25/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:55:42,LAVAGEM SIMPLES,Ses8c21,25/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 09:56:28,LAVAGEM SIMPLES,Rig5f03,25/04/2025,,VEICULO USADO  (VU),abril
12/05/2025 09:58:19,LAVAGEM SIMPLES,114746,28/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:58:50,LAVAGEM SIMPLES,092196,28/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 09:59:28,LAVAGEM SIMPLES,232071,28/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 10:00:21,LAVAGEM SIMPLES,055746,28/04/2025,,VEICULO NOVO  (VN),abril
12/05/2025 10:01:39,LAVAGEM SIMPLES,Tlx3e47,28/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 10:02:15,LAVAGEM SIMPLES,Pni3833,28/04/2025,,CARRO DE OFICINA (CT),abril
12/05/2025 10:03:28,LAVAGEM SIMPLES,Sas3c97,28/04/2025,,CARRO DE OFICINA (CT),abril
