Carimbo de data/hora,"TIPO DE SERVIÇO
",CHASSI/PLACA,DATA DE REALIZAÇÃO DO SERVIÇO,OBSERVAÇÕES,SETOR,MÊS
30/04/2025 10:12:48,LAVAGEM SIMPLES,RGF9C78,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 10:13:23,LAVAGEM SIMPLES,RIG6B97,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 10:13:59,LAVAGEM SIMPLES,SAZ1A77,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 10:44:05,LAVAGEM SIMPLES,SAZ1A77,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 10:44:51,LAVAGEM SIMPLES,RILAO5,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 11:16:35,LAVAGEM SIMPLES,RILAO5,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 11:17:11,LAVAGEM SIMPLES,RIH8D47,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 11:17:50,LAVAGEM SIMPLES,SBSOC23,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 14:49:08,LAVAGEM SIMPLES,SBSOC23,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 14:49:49,LAVAGEM SIMPLES,SAP6HO1,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 14:50:22,LAVAGEM SIMPLES,SBB7F71,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 15:27:32,LAVAGEM SIMPLES,SBB7F71,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 15:28:19,LAVAGEM SIMPLES,SB111708,30/04/0025,,VEICULO USADO  (VU),abril
30/04/2025 15:51:35,LAVAGEM SIMPLES,SB111708,30/04/0025,,VEICULO USADO  (VU),abril
30/04/2025 15:52:10,LAVAGEM SIMPLES,SAS1E83,30/04/0025,,CARRO DE OFICINA (CT),abril
30/04/2025 15:56:02,LAVAGEM SIMPLES,SSQ3H32,30/04/0025,,CARRO DE OFICINA (CT),abril
02/05/2025 10:38:55,LAVAGEM SIMPLES,SB113852,02/05/0025,,VEICULO USADO  (VU),maio
02/05/2025 10:39:35,LAVAGEM SIMPLES,SB113881,02/05/0025,,VEICULO USADO  (VU),maio
02/05/2025 11:06:16,LAVAGEM SIMPLES,SAY7O1,02/05/0025,,CARRO DE OFICINA (CT),maio
02/05/2025 11:32:26,LAVAGEM SIMPLES,TIHI11,02/05/0025,,VEICULO USADO  (VU),maio
02/05/2025 11:33:01,LAVAGEM SIMPLES,SBP6I78,02/05/0025,,CARRO DE OFICINA (CT),maio
02/05/2025 15:03:55,LAVAGEM SIMPLES,SBP6I78,02/05/0025,,CARRO DE OFICINA (CT),maio
02/05/2025 15:04:35,LAVAGEM SIMPLES,SBT8J76,03/05/0025,,CARRO DE OFICINA (CT),maio
02/05/2025 15:38:41,LAVAGEM SIMPLES,SAUOD17,02/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 10:26:38,LAVAGEM SIMPLES,SAX7J38,05/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 10:28:09,LAVAGEM SIMPLES,SAN5G53,05/05/0025,CR.V esse carro é do seu Zé o dono da Nissan,CARRO DE OFICINA (CT),maio
05/05/2025 11:27:48,LAVAGEM SIMPLES,SBI2H23,05/05/0025,,VEICULO USADO  (VU),maio
05/05/2025 14:51:51,LAVAGEM SIMPLES,SBI2H23,05/05/0025,,VEICULO USADO  (VU),maio
05/05/2025 14:52:29,LAVAGEM SIMPLES,SBT5B42,05/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 14:53:26,LAVAGEM SIMPLES,SAZ1A77,05/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 14:57:50,LAVAGEM SIMPLES,SBC7A39,03/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 14:59:05,LAVAGEM SIMPLES,SBJ3F79,03/05/0025,,VEICULO USADO  (VU),maio
05/05/2025 15:56:04,LAVAGEM SIMPLES,SBAOD52,05/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 16:19:28,LAVAGEM SIMPLES,SBL8O4,05/05/0025,,CARRO DE OFICINA (CT),maio
05/05/2025 16:55:11,LAVAGEM SIMPLES,SBS5F98,05/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 09:32:56,LAVAGEM SIMPLES,TIH7F71,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 12:00:31,LAVAGEM SIMPLES,TIH7F71,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 12:01:29,LAVAGEM SIMPLES,RIH5C70,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 14:26:35,LAVAGEM SIMPLES,RIH5C70,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 14:47:57,LAVAGEM SIMPLES,RIH5C70,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 14:49:56,"POLIMENTO, LAVAGEM SIMPLES",PMP862,06/05/0025,,CARRO DE OFICINA (CT),maio
06/05/2025 14:51:55,LAVAGEM ESPECIAL,RIK9F83,06/05/0025,Lavagem especial cortesia a vendedora Mariana me passou que é cortesia,CARRO DE OFICINA (CT),maio
06/05/2025 17:31:56,LAVAGEM ESPECIAL,RIK9F83,06/05/0025,Lavagem especial cortesia a vendedora Mariana me passou que é cortesia,CARRO DE OFICINA (CT),maio
06/05/2025 17:32:34,LAVAGEM SIMPLES,SAS7C85,06/05/0025,,CARRO DE OFICINA (CT),maio
07/05/2025 14:59:51,KIT CONSERVAÇÃO,SBO7C13,07/05/0025,,CARRO DE OFICINA (CT),maio
07/05/2025 15:22:48,LAVAGEM SIMPLES,TIB6J82,07/05/0025,,VEICULO USADO  (VU),maio
07/05/2025 15:23:38,LAVAGEM SIMPLES,SAZ8H72,06/05/0025,,CARRO DE OFICINA (CT),maio
07/05/2025 17:14:13,LAVAGEM SIMPLES,SAL9A18,07/05/0025,,CARRO DE OFICINA (CT),maio
08/05/2025 10:09:43,LAVAGEM SIMPLES,SB103585,08/05/0025,,VEICULO USADO  (VU),maio
08/05/2025 11:11:18,LAVAGEM SIMPLES,SB103585,08/05/0025,,VEICULO USADO  (VU),maio
08/05/2025 11:11:52,LAVAGEM SIMPLES,SBG1J44,08/05/0025,,CARRO DE OFICINA (CT),maio
08/05/2025 16:07:58,LAVAGEM ESPECIAL,SBTIA41,08/05/0025,,CARRO DE OFICINA (CT),maio
08/05/2025 16:08:32,KIT CONSERVAÇÃO,SBC7A39,08/05/0025,,CARRO DE OFICINA (CT),maio
08/05/2025 16:09:11,LAVAGEM SIMPLES,SAO4A51,08/05/0025,,CARRO DE OFICINA (CT),maio
09/05/2025 10:50:42,LAVAGEM SIMPLES,SBJ4F71,09/05/0025,,CARRO DE OFICINA (CT),maio
09/05/2025 11:07:37,LAVAGEM SIMPLES,SBR1G31,09/05/0025,,CARRO DE OFICINA (CT),maio
10/05/2025 10:44:38,LAVAGEM SIMPLES,SBH4J58,10/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 09:47:32,LAVAGEM SIMPLES,SAZ9I82,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 09:48:05,LAVAGEM SIMPLES,TIJH11,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 11:47:13,LAVAGEM SIMPLES,TIJH11,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 11:48:43,LAVAGEM ESPECIAL,SB112873,12/05/0025,,VEICULO NOVO  (VN),maio
12/05/2025 14:34:16,LAVAGEM ESPECIAL,SB112873,12/05/0025,,VEICULO NOVO  (VN),maio
12/05/2025 14:35:09,LAVAGEM SIMPLES,SAQ6B44,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 15:38:48,LAVAGEM SIMPLES,SAQ6B44,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 15:39:38,LAVAGEM SIMPLES,THZ5H29,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 16:42:17,LAVAGEM SIMPLES,THZ5H29,12/05/0025,,CARRO DE OFICINA (CT),maio
12/05/2025 16:42:57,LAVAGEM SIMPLES,SAP3J82,12/05/0025,,CARRO DE OFICINA (CT),maio
05/06/2025 08:41:07,LAVAGEM SIMPLES,Sl824918,05/06/0025,,VEICULO NOVO  (VN),junho
05/06/2025 08:41:51,LAVAGEM SIMPLES,Tl800957,05/06/0025,,VEICULO NOVO  (VN),junho
05/06/2025 10:01:52,LAVAGEM SIMPLES,TDM1E81,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 11:35:33,LAVAGEM SIMPLES,TIJ3H11,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 11:36:19,LAVAGEM SIMPLES,SJI0A3,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 11:37:02,LAVAGEM SIMPLES,SAZ872,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 15:37:19,LAVAGEM SIMPLES,SAN42D72,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 15:37:51,LAVAGEM SIMPLES,SBQ7H72,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 15:38:28,LAVAGEM SIMPLES,SBJ2I95,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 15:41:23,LAVAGEM SIMPLES,SAY3E49,05/06/0025,,VEICULO USADO  (VU),junho
05/06/2025 17:04:10,LAVAGEM SIMPLES,SAO4A51,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 17:50:12,LAVAGEM SIMPLES,SBT1A41,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 17:50:58,LAVAGEM SIMPLES,SJIOA31,05/06/0025,,CARRO DE OFICINA (CT),junho
05/06/2025 17:51:54,LAVAGEM SIMPLES,RIH8CO8,05/06/0025,,CARRO DE OFICINA (CT),junho
06/06/2025 09:35:11,LAVAGEM SIMPLES,Tl800666,06/06/0025,,VEICULO NOVO  (VN),junho
06/06/2025 09:36:20,LAVAGEM SIMPLES,Tl801205,06/06/0025,,VEICULO NOVO  (VN),junho
06/06/2025 10:16:45,KIT CONSERVAÇÃO,SBK0B22,06/06/0025,,CARRO DE OFICINA (CT),junho
06/06/2025 16:18:57,LAVAGEM SIMPLES,SB110738,06/06/0025,,VEICULO NOVO  (VN),junho
06/06/2025 16:19:43,LAVAGEM SIMPLES,SBD0H89,06/06/0025,,CARRO DE OFICINA (CT),junho
07/06/2025 08:58:03,LAVAGEM SIMPLES,TIE9F28,07/06/0025,,CARRO DE OFICINA (CT),junho
07/06/2025 09:46:40,LAVAGEM SIMPLES,SAR2I66,07/06/0025,,CARRO DE OFICINA (CT),junho
07/06/2025 10:24:00,LAVAGEM SIMPLES,SAZ1D68,07/06/0025,,CARRO DE OFICINA (CT),junho
09/06/2025 14:53:03,KIT CONSERVAÇÃO,RIL2F24,09/06/0025,,CARRO DE OFICINA (CT),junho
09/06/2025 16:43:03,LAVAGEM ESPECIAL,SBP7G91,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 08:51:45,LAVAGEM ESPECIAL,SBP7G91,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 08:57:27,LAVAGEM SIMPLES,SA6844,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 08:59:01,LAVAGEM SIMPLES,TIA2A41,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:00:26,LAVAGEM SIMPLES,TII7B08,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:01:02,LAVAGEM SIMPLES,THZ6D19,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:01:46,LAVAGEM SIMPLES,SBN8D23,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:02:35,LAVAGEM SIMPLES,RIK7B52,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:03:20,LAVAGEM SIMPLES,SAR2I66,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:04:00,LAVAGEM SIMPLES,SAZID68,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:04:37,LAVAGEM SIMPLES,POX2I89,09/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 09:06:47,LAVAGEM SIMPLES,SAQ6B44,10/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 10:02:55,LAVAGEM SIMPLES,SB116664,10/06/0025,,VEICULO NOVO  (VN),junho
10/06/2025 10:03:38,KIT CONSERVAÇÃO,SBN8D23,10/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 14:59:29,KIT CONSERVAÇÃO,SBN8D23,10/06/0025,,CARRO DE OFICINA (CT),junho
10/06/2025 15:00:44,LAVAGEM SIMPLES,TII7B08,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:36:50,LAVAGEM SIMPLES,SAY9C77,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:37:53,LAVAGEM SIMPLES,RJF5B03,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:38:30,LAVAGEM SIMPLES,RII6H03,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:39:26,LAVAGEM SIMPLES,SUF2B98,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:40:10,LAVAGEM SIMPLES,POD4874,10/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:41:57,LAVAGEM SIMPLES,SBL9A18,11/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:42:42,LAVAGEM SIMPLES,SAY7H01,11/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:43:41,LAVAGEM SIMPLES,SAT2B09,11/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:44:24,LAVAGEM SIMPLES,SBC7A39,11/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:45:04,LAVAGEM SIMPLES,SAW4A39,11/06/0025,,CARRO DE OFICINA (CT),junho
11/06/2025 18:45:42,LAVAGEM SIMPLES,SAP2J59,11/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:45:41,LAVAGEM SIMPLES,SBB4I90,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:46:13,LAVAGEM SIMPLES,TIEE1H48,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:47:17,LAVAGEM ESPECIAL,THNOG69,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:48:14,LAVAGEM SIMPLES,SBJ4E41,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:48:45,LAVAGEM SIMPLES,SBL9A18,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:50:14,LAVAGEM SIMPLES,SBO7C13,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 08:51:33,LAVAGEM SIMPLES,SBT1A41,12/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:27:32,KIT CONSERVAÇÃO,SBV6J41,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:28:16,LAVAGEM SIMPLES,SAU3A28,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:29:01,LAVAGEM SIMPLES,SAU3A28,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:30:03,LAVAGEM SIMPLES,POO0D63,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:30:43,LAVAGEM SIMPLES,SBG4B58,13/06/0025,,CARRO DE OFICINA (CT),junho
13/06/2025 18:31:21,LAVAGEM SIMPLES,POJ5638,13/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 10:30:39,LAVAGEM SIMPLES,TL800659,16/06/0025,,VEICULO NOVO  (VN),junho
16/06/2025 10:31:55,LAVAGEM SIMPLES,TSX00172,16/06/0025,GAC,VEICULO NOVO  (VN),junho
16/06/2025 15:14:50,LAVAGEM SIMPLES,SB116889,16/06/0025,,VEICULO NOVO  (VN),junho
16/06/2025 19:50:39,LAVAGEM SIMPLES,SB116889,16/06/0025,,VEICULO NOVO  (VN),junho
16/06/2025 19:51:36,LAVAGEM SIMPLES,SAW5G04,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:52:27,LAVAGEM SIMPLES,5BR7E62,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:53:07,LAVAGEM SIMPLES,SBL1I74,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:53:47,LAVAGEM SIMPLES,QKI0B64,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:54:28,LAVAGEM SIMPLES,PNK7412,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:55:10,LAVAGEM SIMPLES,SBD4J74,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:56:00,LAVAGEM SIMPLES,SBV6J41,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:56:44,LAVAGEM SIMPLES,RWC6B03,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 19:57:19,LAVAGEM SIMPLES,TEA7I71,16/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 20:02:20,LAVAGEM ESPECIAL,TIIIF81,14/06/0025,,CARRO DE OFICINA (CT),junho
16/06/2025 20:02:56,LAVAGEM ESPECIAL,RILSD12,14/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:41:07,LAVAGEM SIMPLES,POX7I14,17/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:41:46,LAVAGEM SIMPLES,TII7D49,16/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:42:26,LAVAGEM SIMPLES,PMP7842,16/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:43:27,LAVAGEM SIMPLES,SAU3A28,16/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:44:14,LAVAGEM SIMPLES,RQJ2J65,16/06/0025,,CARRO DE OFICINA (CT),junho
17/06/2025 18:44:52,LAVAGEM SIMPLES,PMU1729,16/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 11:12:33,LAVAGEM SIMPLES,RWC6B03,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 18:47:18,LAVAGEM SIMPLES,RWC6B03,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 18:52:26,VITRICAÇÃO,SL825470,18/06/0025,,VEICULO NOVO  (VN),junho
18/06/2025 18:53:49,LAVAGEM SIMPLES,SB113852,18/06/0025,,VEICULO NOVO  (VN),junho
18/06/2025 18:55:42,LAVAGEM ESPECIAL,SAX4E63,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 18:56:23,LAVAGEM SIMPLES,AST2B09,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 18:58:22,LAVAGEM SIMPLES,POC5751,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 18:59:23,LAVAGEM SIMPLES,PNK7412,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 19:01:10,LAVAGEM SIMPLES,SBD5C42,18/06/0025,,CARRO DE OFICINA (CT),junho
18/06/2025 19:01:46,LAVAGEM SIMPLES,PON1338,18/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:54:09,LAVAGEM SIMPLES,POY7790,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:54:56,LAVAGEM SIMPLES,SAY3E49,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:56:22,LAVAGEM SIMPLES,POD8050,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:57:12,KIT CONSERVAÇÃO,THT8A79,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:57:50,LAVAGEM SIMPLES,QND6D05,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:58:29,LAVAGEM SIMPLES,TII7E99,20/06/0025,,CARRO DE OFICINA (CT),junho
20/06/2025 18:59:09,LAVAGEM SIMPLES,THU2H18,20/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:46:24,LAVAGEM SIMPLES,PON8B81,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:47:00,LAVAGEM SIMPLES,SBL3C89,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:48:26,LAVAGEM SIMPLES,SBT6G24,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:49:07,LAVAGEM SIMPLES,SBE3H05,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:49:49,LAVAGEM SIMPLES,OCR1754,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:50:52,LAVAGEM SIMPLES,SAO3j63,30/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:52:46,LAVAGEM SIMPLES,SBQ7a27,28/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:55:44,LAVAGEM SIMPLES,SAS9E02,28/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:57:33,LAVAGEM SIMPLES,SAQ3F78,23/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:58:21,LAVAGEM SIMPLES,SAY7H01,23/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 18:59:40,LAVAGEM SIMPLES,TII9h19,23/06/0024,,CARRO DE OFICINA (CT),junho
30/06/2025 19:00:37,LAVAGEM SIMPLES,SAR3B92,23/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 19:01:24,LAVAGEM SIMPLES,SAE5h32,23/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 19:02:44,LAVAGEM SIMPLES,OSA9C92,23/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:35:44,LAVAGEM SIMPLES,PMU1533,25/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:37:24,LAVAGEM SIMPLES,SAZ6d05,25/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:39:15,LAVAGEM SIMPLES,SBG8B63,28/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:39:52,LAVAGEM SIMPLES,SBT9H18,25/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:41:26,LAVAGEM SIMPLES,QGO3I88,25/03/0025,,CARRO DE OFICINA (CT),março
30/06/2025 20:43:08,LAVAGEM SIMPLES,SBC5E38,24/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:44:22,LAVAGEM SIMPLES,THV5b08,24/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:45:03,LAVAGEM SIMPLES,SBB9F82,24/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:46:08,LAVAGEM SIMPLES,SBT8A76,24/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:47:17,LAVAGEM SIMPLES,POX6E24,24/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:49:06,LAVAGEM SIMPLES,SBS9H51,21/06/0025,,CARRO DE OFICINA (CT),junho
30/06/2025 20:50:18,LAVAGEM SIMPLES,SAOOD52,21/06/0025,,CARRO DE OFICINA (CT),junho
01/07/2025 16:41:19,LAVAGEM SIMPLES,SBT9H18,01/07/0025,,CARRO DE OFICINA (CT),julho
01/07/2025 16:42:59,LAVAGEM SIMPLES,SSK2B51,01/07/0025,,CARRO DE OFICINA (CT),julho
01/07/2025 16:43:41,VITRICAÇÃO,SB114400,01/07/0025,,VEICULO NOVO  (VN),julho
02/07/2025 08:13:46,LAVAGEM SIMPLES,TiH7F71,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:14:20,LAVAGEM SIMPLES,RIG6E20,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:16:40,LAVAGEM SIMPLES,SBK2C18,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:19:49,LAVAGEM SIMPLES,SBN4j71,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:20:46,LAVAGEM SIMPLES,POQ2442,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:22:04,LAVAGEM SIMPLES,SSK2B51,01/07/0025,,CARRO DE OFICINA (CT),julho
02/07/2025 08:23:42,LAVAGEM SIMPLES,RIG6b97,01/07/0025,,CARRO DE OFICINA (CT),julho
03/07/2025 09:06:05,VITRICAÇÃO,SB117638,02/07/0025,,VEICULO NOVO  (VN),julho
03/07/2025 09:06:39,LAVAGEM SIMPLES,SANH33,02/07/0025,,CARRO DE OFICINA (CT),julho
03/07/2025 09:08:01,LAVAGEM SIMPLES,STB7d42,02/07/0025,,CARRO DE OFICINA (CT),julho
03/07/2025 09:09:28,LAVAGEM SIMPLES,RQD8j62,02/07/0025,,CARRO DE OFICINA (CT),julho
03/07/2025 09:09:56,LAVAGEM SIMPLES,RGL1J17,02/07/0025,,CARRO DE OFICINA (CT),julho
03/07/2025 09:10:43,LAVAGEM SIMPLES,SBD5E96,02/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:06:34,LAVAGEM SIMPLES,RIG6B97,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:08:08,LAVAGEM SIMPLES,SB117650,03/07/0025,,VEICULO NOVO  (VN),julho
04/07/2025 08:09:25,KIT CONSERVAÇÃO,SAY9C77,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:10:50,LAVAGEM SIMPLES,SB117650,03/07/0025,,VEICULO NOVO  (VN),julho
04/07/2025 08:11:52,LAVAGEM SIMPLES,RIF438,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:13:09,KIT CONSERVAÇÃO,SB117638,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:13:53,LAVAGEM SIMPLES,SB118096,03/07/0025,,VEICULO NOVO  (VN),julho
04/07/2025 08:16:04,LAVAGEM SIMPLES,TIX00535,03/07/0025,GAC,VEICULO NOVO  (VN),julho
04/07/2025 08:17:26,LAVAGEM SIMPLES,SAN8H33,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:18:15,LAVAGEM SIMPLES,STB7D42,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:18:52,LAVAGEM SIMPLES,RQD8J62,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:19:56,LAVAGEM SIMPLES,RGL1j17,03/07/0025,,CARRO DE OFICINA (CT),julho
04/07/2025 08:21:01,LAVAGEM SIMPLES,SBD5E96,03/07/0025,,CARRO DE OFICINA (CT),julho
